student_id,hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category
S03236,5.2,26.5,91.6,59,41,В зоне риска
S03237,7.1,17.2,58.4,77,73,Требует внимания
S03238,8.6,18.4,56.2,58,19,В зоне риска
S03239,11.5,23.9,61.2,95,63,Требует внимания
S03240,12.0,12.8,54.8,65,52,Требует внимания
S03241,7.1,12.5,72.6,70,44,В зоне риска
S03242,1.8,15.2,85.0,49,70,Требует внимания
S03243,3.5,21.9,64.5,95,58,Требует внимания
S03244,1.8,27.3,95.7,80,49,В зоне риска
S03245,10.7,16.9,66.6,58,77,Успешный студент
S03246,2.0,17.1,81.4,53,56,Требует внимания
S03247,3.3,25.1,79.6,68,63,Требует внимания
S03248,5.7,22.4,99.5,84,19,В зоне риска
S03249,2.7,10.8,53.3,68,50,Требует внимания
S03250,7.0,27.7,89.8,95,64,Требует внимания
S03251,10.9,26.7,69.3,95,66,Требует внимания
S03252,9.4,17.0,69.7,68,54,Требует внимания
S03253,3.2,24.1,60.9,91,77,Успешный студент
S03254,11.2,17.4,50.3,88,64,Требует внимания
S03255,9.2,9.7,70.6,95,35,В зоне риска
S03256,1.0,16.8,66.3,92,60,Требует внимания
S03257,3.8,7.8,51.6,74,57,Требует внимания
S03258,1.8,30.5,91.4,83,26,В зоне риска
S03259,3.9,7.1,92.3,52,36,В зоне риска
S03260,11.7,10.9,86.9,89,71,Требует внимания
S03261,1.1,16.7,82.5,95,19,В зоне риска
S03262,1.9,8.9,76.2,51,54,Требует внимания
S03263,4.8,19.6,85.3,89,59,Требует внимания
S03264,7.2,15.7,89.1,75,41,В зоне риска
S03265,9.8,13.4,65.9,95,49,В зоне риска
S03266,1.0,23.3,82.0,92,35,В зоне риска
S03267,2.1,18.4,58.5,87,44,В зоне риска
S03268,10.0,25.2,80.6,75,67,Требует внимания
S03269,4.9,29.8,100.0,91,70,Требует внимания
S03270,3.4,11.8,50.3,81,26,В зоне риска
S03271,7.1,21.3,54.3,40,51,Требует внимания
S03272,3.6,21.0,69.1,84,51,Требует внимания
S03273,4.5,2.1,53.7,79,67,Требует внимания
S03274,1.6,6.9,57.3,66,82,Успешный студент
S03275,6.5,23.0,82.7,94,52,Требует внимания
S03276,1.0,14.4,58.1,52,29,В зоне риска
S03277,3.7,5.1,61.3,79,76,Успешный студент
S03278,8.7,18.5,78.8,65,44,В зоне риска
S03279,4.1,16.6,60.1,76,81,Успешный студент
S03280,4.8,11.5,52.1,40,58,Требует внимания
S03281,7.4,7.5,74.9,49,70,Требует внимания
S03282,6.3,27.4,69.1,94,76,Успешный студент
S03283,9.1,14.0,56.2,95,27,В зоне риска
S03284,5.2,22.7,55.3,95,91,Успешный студент
S03285,2.5,22.0,81.8,95,53,Требует внимания
S03286,1.0,19.6,60.5,78,32,В зоне риска
S03287,2.8,21.4,50.3,95,37,В зоне риска
S03288,4.6,12.3,70.3,87,50,Требует внимания
S03289,7.6,9.5,94.5,53,49,В зоне риска
S03290,2.8,20.8,98.7,88,55,Требует внимания
S03291,9.5,13.4,75.6,40,18,В зоне риска
S03292,2.2,13.8,67.1,74,53,Требует внимания
S03293,6.9,17.7,98.6,95,71,Требует внимания
S03294,6.9,31.1,50.3,83,51,Требует внимания
S03295,10.3,30.4,84.2,48,43,В зоне риска
S03296,2.3,21.3,60.2,66,59,Требует внимания
S03297,7.6,9.6,94.4,89,68,Требует внимания
S03298,9.7,15.7,50.3,94,13,В зоне риска
S03299,9.0,23.6,63.4,67,78,Успешный студент
S03300,3.9,22.6,67.6,95,41,В зоне риска
S03301,5.4,18.9,59.3,95,64,Требует внимания
S03302,1.7,6.0,59.0,73,53,Требует внимания
S03303,6.5,25.2,80.1,85,55,Требует внимания
S03304,4.2,20.8,67.5,95,66,Требует внимания
S03305,4.5,12.6,65.1,84,54,Требует внимания
S03306,1.0,24.8,50.3,73,68,Требует внимания
S03307,1.0,14.7,67.1,61,48,В зоне риска
S03308,4.5,27.7,69.6,95,27,В зоне риска
S03309,4.6,20.6,84.8,42,56,Требует внимания
S03310,6.4,11.9,53.3,87,36,В зоне риска
S03311,10.1,19.5,71.0,69,66,Требует внимания
S03312,1.3,17.0,64.0,85,56,Требует внимания
S03313,4.5,17.2,64.3,65,71,Требует внимания
S03314,1.5,9.6,79.1,87,75,Успешный студент
S03315,3.2,11.4,56.2,95,78,Успешный студент
S03316,1.1,8.0,62.5,92,12,В зоне риска
S03317,2.1,28.1,71.4,86,93,Успешный студент
S03318,5.9,12.7,74.7,88,55,Требует внимания
S03319,4.3,16.7,89.8,94,82,Успешный студент
S03320,5.0,17.0,91.3,95,69,Требует внимания
S03321,9.7,13.3,91.1,86,60,Требует внимания
S03322,7.9,7.0,64.2,95,48,В зоне риска
S03323,2.2,22.1,81.5,95,37,В зоне риска
S03324,6.0,10.8,64.2,95,37,В зоне риска
S03325,1.4,20.0,93.9,81,66,Требует внимания
S03326,1.0,11.1,85.6,94,12,В зоне риска
S03327,6.9,18.3,98.1,88,64,Требует внимания
S03328,1.0,23.9,93.8,80,56,Требует внимания
S03329,4.6,23.4,62.2,65,49,В зоне риска
S03330,9.2,11.4,50.3,94,49,В зоне риска
S03331,1.9,30.3,67.1,72,49,В зоне риска
S03332,1.8,8.6,52.6,95,34,В зоне риска
S03333,2.3,7.9,77.8,73,28,В зоне риска
S03334,8.5,11.2,82.5,72,55,Требует внимания
S03335,8.3,20.5,50.3,94,12,В зоне риска
S03336,7.8,9.7,64.2,72,58,Требует внимания
S03337,7.5,8.2,86.9,72,44,В зоне риска
S03338,7.3,25.6,94.6,75,81,Успешный студент
S03339,6.9,15.7,50.3,95,20,В зоне риска
S03340,4.2,6.2,77.3,74,40,В зоне риска
S03341,9.7,22.2,71.8,68,67,Требует внимания
S03342,4.1,21.0,94.3,73,44,В зоне риска
S03343,4.0,21.2,80.6,41,22,В зоне риска
S03344,4.5,27.1,56.3,77,57,Требует внимания
S03345,5.8,21.2,80.3,93,51,Требует внимания
S03346,4.0,11.3,90.6,40,70,Требует внимания
S03347,4.8,21.2,63.1,95,46,В зоне риска
S03348,3.9,15.9,69.7,62,69,Требует внимания
S03349,4.8,15.1,50.3,83,72,Требует внимания
S03350,6.1,18.5,70.8,60,86,Успешный студент
S03351,5.2,14.7,83.5,80,22,В зоне риска
S03352,2.3,13.5,63.5,54,54,Требует внимания
S03353,8.9,30.4,66.0,47,52,Требует внимания
S03354,7.5,24.3,76.6,55,49,В зоне риска
S03355,4.1,8.5,69.4,64,14,В зоне риска
S03356,5.4,6.8,81.6,69,79,Успешный студент
S03357,2.5,4.2,89.3,74,31,В зоне риска
S03358,2.2,17.9,50.3,43,55,Требует внимания
S03359,5.7,18.0,81.7,90,67,Требует внимания
S03360,2.1,13.4,76.9,72,67,Требует внимания
S03361,5.6,24.6,60.2,95,81,Успешный студент
S03362,3.2,19.6,65.0,95,55,Требует внимания
S03363,8.6,21.7,77.6,63,72,Требует внимания
S03364,4.3,21.6,91.0,67,45,В зоне риска
S03365,8.5,5.9,80.7,95,47,В зоне риска
S03366,2.9,13.1,88.1,92,43,В зоне риска
S03367,6.1,20.9,68.1,95,47,В зоне риска
S03368,1.4,30.4,83.8,95,47,В зоне риска
S03369,1.5,31.3,63.1,72,46,В зоне риска
S03370,7.9,10.1,92.5,53,30,В зоне риска
S03371,3.3,16.5,50.3,72,51,Требует внимания
S03372,8.7,33.2,63.8,70,66,Требует внимания
S03373,1.0,15.7,54.4,49,61,Требует внимания
S03374,5.9,15.0,57.9,58,76,Успешный студент
S03375,2.1,26.4,78.9,75,12,В зоне риска
S03376,10.5,9.3,91.6,60,44,В зоне риска
S03377,7.0,14.8,72.2,95,85,Успешный студент
S03378,2.4,15.4,57.6,78,48,В зоне риска
S03379,8.9,8.7,80.9,87,39,В зоне риска
S03380,6.6,14.7,69.6,71,60,Требует внимания
S03381,2.1,10.7,50.3,75,26,В зоне риска
S03382,2.7,26.9,70.8,68,55,Требует внимания
S03383,9.3,18.2,57.8,89,62,Требует внимания
S03384,1.4,31.8,79.1,93,20,В зоне риска
S03385,4.2,27.6,88.6,57,43,В зоне риска
S03386,11.7,15.1,67.1,84,71,Требует внимания
S03387,2.1,17.0,69.0,64,52,Требует внимания
S03388,4.3,30.2,54.7,54,46,В зоне риска
S03389,2.0,29.4,69.0,85,17,В зоне риска
S03390,3.6,8.6,73.6,62,55,Требует внимания
S03391,9.1,26.5,80.9,53,38,В зоне риска
S03392,9.4,29.9,79.5,63,60,Требует внимания
S03393,2.8,18.1,56.9,61,58,Требует внимания
S03394,9.3,26.3,55.7,88,87,Успешный студент
S03395,5.0,27.0,52.0,95,50,Требует внимания
S03396,1.0,25.8,80.2,91,62,Требует внимания
S03397,4.3,15.0,94.0,53,61,Требует внимания
S03398,1.0,18.7,53.2,95,30,В зоне риска
S03399,2.9,25.0,76.3,80,54,Требует внимания
S03400,2.0,24.4,50.3,95,59,Требует внимания
S03401,1.4,27.8,60.0,94,45,В зоне риска
S03402,6.5,4.1,95.7,95,55,Требует внимания
S03403,8.0,18.3,59.8,90,59,Требует внимания
S03404,1.7,21.5,76.3,89,62,Требует внимания
S03405,8.0,21.4,95.3,78,48,В зоне риска
S03406,9.8,21.7,66.8,95,51,Требует внимания
S03407,3.2,25.1,81.5,64,67,Требует внимания
S03408,1.2,12.9,60.2,95,61,Требует внимания
S03409,1.9,16.2,68.8,94,58,Требует внимания
S03410,7.1,3.6,71.4,95,50,Требует внимания
S03411,2.7,7.0,67.7,95,44,В зоне риска
S03412,1.1,5.2,50.3,60,29,В зоне риска
S03413,7.8,7.7,69.7,95,66,Требует внимания
S03414,3.2,13.4,79.7,41,80,Успешный студент
S03415,1.0,11.3,50.3,87,21,В зоне риска
S03416,4.5,8.8,52.3,95,36,В зоне риска
S03417,5.2,9.7,91.7,58,12,В зоне риска
S03418,8.6,31.3,67.4,56,67,Требует внимания
S03419,1.0,12.5,64.6,83,57,Требует внимания
S03420,6.6,16.1,57.2,95,77,Успешный студент
S03421,4.9,22.9,50.3,55,48,В зоне риска
S03422,10.4,16.9,64.7,43,38,В зоне риска
S03423,3.0,9.2,53.2,89,39,В зоне риска
S03424,4.5,27.7,60.3,48,35,В зоне риска
S03425,1.0,12.9,54.8,73,66,Требует внимания
S03426,3.7,24.5,69.7,64,68,Требует внимания
S03427,3.3,10.0,88.5,81,51,Требует внимания
S03428,9.9,18.2,64.0,69,36,В зоне риска
S03429,2.3,22.3,74.7,54,64,Требует внимания
S03430,1.0,5.7,91.9,50,53,Требует внимания
S03431,9.9,20.5,51.6,78,12,В зоне риска
S03432,2.1,9.8,65.2,92,13,В зоне риска
S03433,4.3,16.9,83.9,95,72,Требует внимания
S03434,6.7,9.8,68.7,83,41,В зоне риска
S03435,7.4,20.9,76.2,95,27,В зоне риска
S03436,2.4,8.2,68.6,48,76,Успешный студент
S03437,1.0,20.8,77.0,72,64,Требует внимания
S03438,10.2,3.6,75.8,89,47,В зоне риска
S03439,1.1,19.2,65.1,75,25,В зоне риска
S03440,7.9,22.1,53.2,69,62,Требует внимания
S03441,1.2,27.5,83.5,78,79,Успешный студент
S03442,2.8,11.1,50.3,95,39,В зоне риска
S03443,3.7,17.6,69.6,69,90,Успешный студент
S03444,1.0,11.9,61.2,86,62,Требует внимания
S03445,4.6,16.6,84.2,84,70,Требует внимания
S03446,3.0,19.2,88.2,76,37,В зоне риска
S03447,8.2,21.0,80.6,94,86,Успешный студент
S03448,6.9,28.0,90.3,60,70,Требует внимания
S03449,1.2,11.9,50.3,75,51,Требует внимания
S03450,2.0,11.0,71.0,75,48,В зоне риска
S03451,2.9,30.7,50.3,69,66,Требует внимания
S03452,2.7,8.9,57.6,80,59,Требует внимания
S03453,7.6,25.7,79.8,61,65,Требует внимания
S03454,5.7,11.6,65.6,53,39,В зоне риска
S03455,3.4,19.5,53.9,51,12,В зоне риска
S03456,4.1,6.9,61.1,60,64,Требует внимания
S03457,5.5,27.1,61.1,65,67,Требует внимания
S03458,1.0,11.5,55.9,63,51,Требует внимания
S03459,6.4,32.1,79.4,63,51,Требует внимания
S03460,2.1,10.2,51.8,95,44,В зоне риска
S03461,3.1,9.2,68.8,45,63,Требует внимания
S03462,1.6,19.9,56.1,95,58,Требует внимания
S03463,5.2,22.6,74.8,92,59,Требует внимания
S03464,11.7,30.3,76.1,63,68,Требует внимания
S03465,11.7,28.8,50.3,95,60,Требует внимания
S03466,1.1,24.1,66.9,95,60,Требует внимания
S03467,6.5,8.1,85.1,95,41,В зоне риска
S03468,3.6,24.1,63.7,54,62,Требует внимания
S03469,6.8,25.1,78.2,48,28,В зоне риска
S03470,3.4,27.5,97.7,46,30,В зоне риска
S03471,1.0,11.2,64.6,87,53,Требует внимания
S03472,1.9,22.6,76.1,69,52,Требует внимания
S03473,2.1,29.7,58.2,56,39,В зоне риска
S03474,1.9,18.6,68.3,67,58,Требует внимания
S03475,2.3,8.2,51.8,84,46,В зоне риска
S03476,4.9,19.6,50.3,67,70,Требует внимания
S03477,3.3,9.4,88.2,56,52,Требует внимания
S03478,2.7,22.2,52.6,45,12,В зоне риска
S03479,3.0,9.4,50.9,72,51,Требует внимания
S03480,4.4,20.6,58.7,95,12,В зоне риска
S03481,2.4,22.7,61.7,81,83,Успешный студент
S03482,2.2,23.0,72.2,47,53,Требует внимания
S03483,9.7,27.2,73.7,75,51,Требует внимания
S03484,2.1,14.9,84.9,89,58,Требует внимания
S03485,4.6,22.1,88.2,63,78,Успешный студент
S03486,2.1,5.3,50.8,89,57,Требует внимания
S03487,7.7,32.5,54.6,89,48,В зоне риска
S03488,1.0,7.1,77.3,95,24,В зоне риска
S03489,7.8,18.2,54.8,95,49,В зоне риска
S03490,3.1,33.2,84.9,56,56,Требует внимания
S03491,9.4,15.1,59.4,95,90,Успешный студент
S03492,4.7,21.9,62.5,42,12,В зоне риска
S03493,8.0,26.4,64.3,58,53,Требует внимания
S03494,5.2,19.5,80.9,92,77,Успешный студент
S03495,9.7,28.7,54.5,76,93,Успешный студент
S03496,6.5,26.2,86.4,95,28,В зоне риска
S03497,5.3,29.0,54.5,95,43,В зоне риска
S03498,3.1,19.9,66.5,57,45,В зоне риска
S03499,6.3,23.0,66.0,48,31,В зоне риска
S03500,4.1,12.6,59.9,95,65,Требует внимания
S03501,2.2,10.6,79.5,68,72,Требует внимания
S03502,7.8,14.9,89.5,46,20,В зоне риска
S03503,2.0,28.0,85.3,85,40,В зоне риска
S03504,1.0,7.4,50.3,95,62,Требует внимания
S03505,8.2,5.5,72.1,93,62,Требует внимания
S03506,9.6,29.2,98.7,78,32,В зоне риска
S03507,5.2,6.8,66.0,88,64,Требует внимания
S03508,10.5,26.8,64.1,83,69,Требует внимания
S03509,11.5,16.3,86.9,72,35,В зоне риска
S03510,7.9,28.9,53.2,90,37,В зоне риска
S03511,2.4,27.7,50.3,90,74,Требует внимания
S03512,2.3,25.5,69.0,93,41,В зоне риска
S03513,4.4,26.0,50.3,69,65,Требует внимания
S03514,3.6,15.9,56.4,59,80,Успешный студент
S03515,2.0,5.0,83.0,47,36,В зоне риска
