hours_studied,lms_activity_hours,attendance_percent,previous_scores,exam_score,risk_category,risk_level
11.6,8.7,54.3,75,60,Требует внимания,1
8.8,21.4,70.1,94,49,В зоне риска,0
4.1,6.6,88.1,59,76,Успешный студент,2
1.0,4.2,50.3,49,16,В зоне риска,0
3.5,21.3,87.7,93,84,Успешный студент,2
5.2,24.1,60.6,42,12,В зоне риска,0
3.0,14.3,77.8,43,41,В зоне риска,0
3.2,16.6,65.9,95,78,Успешный студент,2
12.0,30.1,88.9,95,64,Требует внимания,1
3.0,23.2,57.1,83,48,В зоне риска,0
10.3,13.3,64.5,74,77,Успешный студент,2
8.9,27.5,66.5,57,26,В зоне риска,0
8.8,24.6,64.9,77,40,В зоне риска,0
9.0,9.7,50.3,83,68,Требует внимания,1
10.1,12.5,59.8,61,82,Успешный студент,2
7.8,19.0,61.1,94,75,Успешный студент,2
1.4,26.4,85.9,63,48,В зоне риска,0
1.2,11.0,59.8,46,49,В зоне риска,0
3.9,14.7,51.4,44,24,В зоне риска,0
3.3,22.2,100.0,95,55,Требует внимания,1
11.8,20.3,90.7,62,83,Успешный студент,2
8.9,22.8,55.7,95,46,В зоне риска,0
6.7,18.7,64.9,61,89,Успешный студент,2
4.0,3.8,97.7,86,44,В зоне риска,0
4.0,10.4,83.1,63,64,Требует внимания,1
5.7,10.5,78.4,74,79,Успешный студент,2
1.3,26.5,50.3,74,57,Требует внимания,1
5.4,21.3,99.4,95,72,Требует внимания,1
7.4,7.3,87.3,95,59,Требует внимания,1
4.3,23.9,58.7,75,23,В зоне риска,0
9.4,27.1,50.3,50,12,В зоне риска,0
2.2,2.1,83.8,95,37,В зоне риска,0
2.4,17.0,54.3,73,46,В зоне риска,0
4.6,17.4,87.4,40,52,Требует внимания,1
9.2,28.9,61.9,57,14,В зоне риска,0
3.9,22.6,67.6,95,41,В зоне риска,0
9.5,29.3,72.5,83,55,Требует внимания,1
5.5,18.0,58.2,86,74,Требует внимания,1
1.0,16.8,50.3,60,65,Требует внимания,1
10.8,9.1,61.7,64,67,Требует внимания,1
1.7,25.7,65.8,56,56,Требует внимания,1
1.1,27.7,50.3,40,17,В зоне риска,0
4.3,12.1,79.7,51,67,Требует внимания,1
3.1,10.5,90.1,95,43,В зоне риска,0
3.2,21.3,58.8,93,63,Требует внимания,1
6.9,12.3,50.3,43,52,Требует внимания,1
1.1,10.1,74.3,90,36,В зоне риска,0
9.4,5.6,93.6,50,48,В зоне риска,0
1.0,9.4,58.5,95,80,Успешный студент,2
7.1,17.3,73.0,73,19,В зоне риска,0
2.9,16.6,91.7,95,91,Успешный студент,2
2.9,5.3,58.7,65,20,В зоне риска,0
4.7,21.6,51.7,78,30,В зоне риска,0
8.2,31.1,59.3,66,81,Успешный студент,2
8.3,18.9,55.5,69,12,В зоне риска,0
1.9,7.0,58.1,95,72,Требует внимания,1
10.3,21.6,72.9,44,80,Успешный студент,2
7.4,28.4,60.5,95,75,Успешный студент,2
7.5,10.8,100.0,94,54,Требует внимания,1
9.3,22.5,56.8,95,75,Успешный студент,2
4.6,26.1,68.9,92,42,В зоне риска,0
5.4,18.9,59.3,95,64,Требует внимания,1
1.3,10.5,64.2,57,58,Требует внимания,1
6.2,9.1,50.3,95,87,Успешный студент,2
1.2,18.9,76.2,61,42,В зоне риска,0
1.0,30.2,70.2,59,37,В зоне риска,0
7.6,17.4,61.8,81,69,Требует внимания,1
9.6,25.0,64.5,85,61,Требует внимания,1
5.4,25.1,84.6,66,62,Требует внимания,1
6.3,13.9,86.5,95,44,В зоне риска,0
6.2,28.3,65.6,71,47,В зоне риска,0
10.5,19.3,74.9,95,59,Требует внимания,1
8.2,26.4,71.3,93,64,Требует внимания,1
1.2,29.7,53.9,89,31,В зоне риска,0
2.1,10.5,50.3,64,25,В зоне риска,0
7.8,22.2,77.5,58,60,Требует внимания,1
5.7,10.6,66.8,87,64,Требует внимания,1
1.0,8.4,98.5,52,39,В зоне риска,0
2.0,11.2,66.3,95,67,Требует внимания,1
7.4,24.1,67.4,68,66,Требует внимания,1
1.3,26.9,82.7,66,45,В зоне риска,0
4.0,12.6,84.0,65,61,Требует внимания,1
10.4,24.3,68.5,95,77,Успешный студент,2
12.0,15.9,54.6,95,94,Успешный студент,2
2.7,6.7,76.1,65,40,В зоне риска,0
10.3,13.8,58.0,87,62,Требует внимания,1
3.6,22.6,50.3,66,37,В зоне риска,0
5.2,30.0,86.1,95,66,Требует внимания,1
5.8,5.4,62.6,93,31,В зоне риска,0
2.7,10.4,50.3,69,58,Требует внимания,1
4.5,16.2,57.1,95,41,В зоне риска,0
12.0,13.3,66.4,67,47,В зоне риска,0
11.5,29.6,64.2,54,68,Требует внимания,1
1.0,17.8,50.3,55,64,Требует внимания,1
9.6,28.5,50.9,50,51,Требует внимания,1
10.6,23.5,57.9,84,73,Требует внимания,1
1.0,29.8,82.9,45,52,Требует внимания,1
1.9,24.5,50.3,77,66,Требует внимания,1
6.4,18.5,50.3,91,19,В зоне риска,0
8.3,25.6,58.2,86,23,В зоне риска,0
3.6,13.3,55.3,84,40,В зоне риска,0
1.3,12.3,52.9,68,63,Требует внимания,1
7.5,29.6,61.0,64,50,Требует внимания,1
4.1,25.1,80.3,64,75,Успешный студент,2
5.0,11.2,74.9,48,13,В зоне риска,0
2.8,27.0,85.1,95,34,В зоне риска,0
3.7,30.5,86.7,79,57,Требует внимания,1
2.4,12.3,55.8,58,49,В зоне риска,0
4.0,24.2,99.8,56,55,Требует внимания,1
9.7,12.0,61.2,95,67,Требует внимания,1
1.8,16.6,72.2,53,63,Требует внимания,1
1.9,26.0,77.5,67,59,Требует внимания,1
1.9,25.8,79.7,88,47,В зоне риска,0
10.0,12.0,81.7,75,57,Требует внимания,1
1.6,25.3,100.0,70,81,Успешный студент,2
3.0,17.2,81.6,81,73,Требует внимания,1
6.9,18.1,50.3,77,25,В зоне риска,0
4.5,5.2,65.4,88,25,В зоне риска,0
5.9,21.8,74.9,88,55,Требует внимания,1
1.5,12.7,68.8,68,39,В зоне риска,0
2.8,8.0,79.6,61,53,Требует внимания,1
8.1,28.8,68.2,45,38,В зоне риска,0
9.8,24.9,61.0,64,70,Требует внимания,1
1.8,29.9,50.3,92,47,В зоне риска,0
10.2,9.2,50.3,88,56,Требует внимания,1
2.7,12.1,69.4,95,18,В зоне риска,0
6.9,19.9,78.2,71,62,Требует внимания,1
6.1,19.3,53.1,53,65,Требует внимания,1
3.7,23.0,64.5,57,24,В зоне риска,0
3.5,26.3,57.4,71,54,Требует внимания,1
4.1,28.1,78.2,49,69,Требует внимания,1
6.7,10.2,87.9,77,65,Требует внимания,1
1.7,9.8,68.9,73,64,Требует внимания,1
1.6,24.5,50.3,95,43,В зоне риска,0
3.0,27.2,85.6,76,81,Успешный студент,2
3.1,16.3,99.8,80,74,Требует внимания,1
7.9,22.9,60.2,71,54,Требует внимания,1
3.3,15.4,68.2,92,91,Успешный студент,2
3.7,24.9,64.7,84,69,Требует внимания,1
2.7,11.3,50.3,84,79,Успешный студент,2
1.6,24.5,75.1,57,48,В зоне риска,0
2.5,21.6,92.3,85,12,В зоне риска,0
7.7,22.3,59.6,54,36,В зоне риска,0
3.2,24.2,58.0,90,61,Требует внимания,1
1.0,26.2,67.0,93,57,Требует внимания,1
5.2,14.0,97.4,91,71,Требует внимания,1
5.5,18.7,72.4,95,45,В зоне риска,0
1.5,22.4,85.9,66,81,Успешный студент,2
1.0,23.8,54.0,66,55,Требует внимания,1
4.8,11.5,52.1,40,58,Требует внимания,1
1.1,9.8,69.7,95,58,Требует внимания,1
1.5,22.8,67.4,55,55,Требует внимания,1
11.2,12.1,59.2,90,77,Успешный студент,2
4.8,21.0,56.8,50,50,Требует внимания,1
1.0,10.2,68.8,48,33,В зоне риска,0
1.0,21.0,66.3,59,78,Успешный студент,2
1.6,22.0,62.5,84,48,В зоне риска,0
11.1,11.7,58.9,95,59,Требует внимания,1
3.9,25.8,68.5,56,62,Требует внимания,1
1.0,20.8,100.0,87,35,В зоне риска,0
4.4,16.9,80.3,40,84,Успешный студент,2
10.2,22.2,87.4,67,91,Успешный студент,2
1.0,5.2,91.8,78,19,В зоне риска,0
1.3,4.8,69.0,88,27,В зоне риска,0
9.6,15.6,74.2,92,39,В зоне риска,0
9.2,26.7,55.2,87,55,Требует внимания,1
5.7,8.4,85.4,65,32,В зоне риска,0
6.4,20.9,92.0,59,32,В зоне риска,0
5.5,15.5,50.3,95,48,В зоне риска,0
9.7,24.7,96.1,79,94,Успешный студент,2
11.5,16.3,86.9,72,35,В зоне риска,0
2.9,6.8,86.2,59,69,Требует внимания,1
8.3,28.9,80.6,95,58,Требует внимания,1
10.7,15.1,82.3,79,75,Успешный студент,2
3.4,19.5,75.4,62,39,В зоне риска,0
3.5,13.1,62.6,74,47,В зоне риска,0
6.7,24.0,66.3,55,49,В зоне риска,0
1.8,20.3,56.0,91,63,Требует внимания,1
1.2,10.9,100.0,74,60,Требует внимания,1
11.6,32.9,61.8,62,86,Успешный студент,2
6.7,23.3,83.6,88,70,Требует внимания,1
9.1,10.8,87.7,95,79,Успешный студент,2
8.8,14.7,71.1,91,68,Требует внимания,1
3.0,18.9,60.2,54,76,Успешный студент,2
4.0,20.5,76.6,60,67,Требует внимания,1
11.7,25.4,75.9,95,70,Требует внимания,1
1.4,9.8,77.9,76,37,В зоне риска,0
1.2,17.4,96.9,95,63,Требует внимания,1
3.4,27.0,75.6,84,12,В зоне риска,0
3.7,10.0,50.8,78,58,Требует внимания,1
2.5,10.1,69.5,95,41,В зоне риска,0
3.6,15.0,62.5,56,47,В зоне риска,0
3.6,9.5,67.4,76,82,Успешный студент,2
8.1,21.1,93.3,95,56,Требует внимания,1
10.1,21.7,67.0,83,74,Требует внимания,1
3.5,16.6,50.3,40,79,Успешный студент,2
4.2,13.2,78.1,88,42,В зоне риска,0
1.0,16.9,50.3,74,52,Требует внимания,1
1.5,22.4,79.8,88,53,Требует внимания,1
1.6,27.3,56.6,40,56,Требует внимания,1
11.4,11.3,60.7,51,47,В зоне риска,0
1.2,16.6,87.3,87,52,Требует внимания,1
4.5,15.6,97.4,95,45,В зоне риска,0
11.6,23.1,59.3,95,53,Требует внимания,1
8.3,8.0,67.0,95,49,В зоне риска,0
7.9,24.4,54.3,41,68,Требует внимания,1
3.3,12.9,75.7,64,55,Требует внимания,1
2.7,19.5,76.9,89,44,В зоне риска,0
5.3,17.5,59.4,72,58,Требует внимания,1
6.0,5.2,55.0,95,36,В зоне риска,0
4.0,21.5,61.1,55,45,В зоне риска,0
6.2,23.7,50.3,56,46,В зоне риска,0
5.6,17.2,68.1,73,46,В зоне риска,0
6.5,18.0,60.2,54,50,Требует внимания,1
2.5,29.1,53.6,95,64,Требует внимания,1
8.9,10.0,63.6,95,54,Требует внимания,1
4.9,22.1,96.9,75,33,В зоне риска,0
3.6,31.5,65.2,93,68,Требует внимания,1
1.7,20.7,76.9,91,59,Требует внимания,1
7.9,20.2,50.8,95,41,В зоне риска,0
5.9,32.5,82.7,72,41,В зоне риска,0
1.0,12.9,81.6,73,30,В зоне риска,0
1.0,6.9,50.3,70,59,Требует внимания,1
3.6,30.9,79.1,66,75,Успешный студент,2
6.2,16.5,66.6,40,66,Требует внимания,1
8.7,14.4,63.3,69,28,В зоне риска,0
2.0,14.0,65.5,76,68,Требует внимания,1
3.5,29.0,100.0,87,91,Успешный студент,2
9.6,15.0,87.4,95,51,Требует внимания,1
6.4,12.1,69.9,40,16,В зоне риска,0
2.3,24.8,84.0,62,66,Требует внимания,1
4.4,14.7,62.3,74,49,В зоне риска,0
7.0,7.8,50.3,77,37,В зоне риска,0
3.1,7.7,93.9,72,42,В зоне риска,0
9.3,14.8,51.3,55,61,Требует внимания,1
8.3,6.8,98.5,72,62,Требует внимания,1
8.7,11.8,76.9,89,71,Требует внимания,1
5.6,30.7,62.8,62,52,Требует внимания,1
1.9,20.3,60.7,89,22,В зоне риска,0
1.4,28.9,84.7,63,44,В зоне риска,0
5.2,23.2,67.3,92,49,В зоне риска,0
7.7,23.8,54.8,75,88,Успешный студент,2
8.6,16.5,60.3,69,40,В зоне риска,0
2.2,8.5,86.0,58,44,В зоне риска,0
1.0,5.8,85.7,51,38,В зоне риска,0
3.6,32.8,88.7,95,80,Успешный студент,2
2.3,23.3,70.2,46,63,Требует внимания,1
6.2,13.0,80.5,95,60,Требует внимания,1
2.3,18.1,57.8,78,52,Требует внимания,1
1.5,27.2,70.0,91,64,Требует внимания,1
6.7,20.7,66.5,71,80,Успешный студент,2
2.4,16.4,66.2,55,91,Успешный студент,2
6.5,24.4,98.7,63,62,Требует внимания,1
9.3,11.4,55.2,93,80,Успешный студент,2
6.3,10.6,57.6,95,64,Требует внимания,1
1.7,28.0,100.0,79,55,Требует внимания,1
2.4,14.4,100.0,57,73,Требует внимания,1
3.1,5.6,59.9,60,47,В зоне риска,0
2.0,17.3,75.4,95,40,В зоне риска,0
1.3,20.1,66.0,60,68,Требует внимания,1
2.6,8.4,89.9,78,51,Требует внимания,1
10.4,19.5,79.2,95,47,В зоне риска,0
7.6,24.8,82.5,56,23,В зоне риска,0
5.2,32.6,50.3,95,36,В зоне риска,0
7.7,32.5,54.6,89,48,В зоне риска,0
2.9,16.5,54.3,89,12,В зоне риска,0
3.5,13.5,59.2,54,63,Требует внимания,1
4.0,12.2,64.2,94,60,Требует внимания,1
4.2,11.9,76.7,95,41,В зоне риска,0
5.5,17.6,58.0,82,50,Требует внимания,1
6.6,23.2,60.8,60,60,Требует внимания,1
8.2,11.8,67.8,90,48,В зоне риска,0
3.0,17.6,72.9,59,28,В зоне риска,0
7.7,24.4,80.2,91,58,Требует внимания,1
7.0,14.5,77.8,88,80,Успешный студент,2
10.6,27.6,70.6,67,54,Требует внимания,1
7.5,18.9,93.7,85,71,Требует внимания,1
3.1,24.9,69.7,85,61,Требует внимания,1
1.0,7.6,60.9,95,41,В зоне риска,0
5.8,31.9,60.0,68,48,В зоне риска,0
4.5,21.1,76.7,84,47,В зоне риска,0
2.8,14.5,50.3,91,67,Требует внимания,1
6.8,28.6,71.1,63,47,В зоне риска,0
6.6,7.9,52.4,80,32,В зоне риска,0
9.7,32.4,79.9,89,38,В зоне риска,0
1.0,8.5,81.3,95,44,В зоне риска,0
1.1,13.4,64.7,62,47,В зоне риска,0
7.6,12.8,78.8,66,45,В зоне риска,0
8.6,12.0,83.7,95,59,Требует внимания,1
4.5,17.6,72.7,78,49,В зоне риска,0
4.2,28.3,59.0,40,56,Требует внимания,1
9.4,21.9,58.6,95,74,Требует внимания,1
8.7,25.1,67.7,67,94,Успешный студент,2
4.9,21.0,66.6,88,54,Требует внимания,1
1.0,22.9,72.0,90,54,Требует внимания,1
8.6,23.4,68.9,61,54,Требует внимания,1
2.7,29.2,79.3,95,64,Требует внимания,1
4.3,2.2,93.0,49,60,Требует внимания,1
6.4,26.1,69.3,82,52,Требует внимания,1
9.9,26.5,84.3,43,12,В зоне риска,0
12.0,32.6,58.2,90,59,Требует внимания,1
1.0,18.5,76.6,95,45,В зоне риска,0
8.7,24.0,78.8,76,73,Требует внимания,1
7.3,26.1,54.1,71,64,Требует внимания,1
6.0,27.1,52.0,52,63,Требует внимания,1
5.8,7.2,50.8,95,66,Требует внимания,1
2.5,12.9,90.5,47,47,В зоне риска,0
10.1,25.6,68.8,95,47,В зоне риска,0
4.7,11.0,85.1,66,21,В зоне риска,0
9.3,17.3,57.6,71,54,Требует внимания,1
1.0,23.8,79.2,75,32,В зоне риска,0
3.7,10.0,66.5,60,52,Требует внимания,1
2.7,26.8,50.3,95,50,Требует внимания,1
4.1,6.9,61.1,60,64,Требует внимания,1
5.3,19.8,82.4,70,94,Успешный студент,2
